Samira Makhmalbaf,
Sanaa Hamri,
Sandra Kaudelka,
Sandra Kybartas,
Sandra Nashaat,
Sandrine Bonnaire,
Sandrine Brodeur-Desrosiers,
Sandrine Veysset,
Sandy Wilson,
Sangeeta,
Sangita Iyer,
Sanja Živkovi?,
Sara Dosa,
Sara Gómez,
Sara Sugarman,
Sara Zandieh,
Sarah Abbott,
Sarah Baril Gaudet,
Sarah Erulkar,
Sarah Fortin,
Sarah Frost,
Sarah Gavron,
Sarah Jacobson,
Sarah Kernochan,
Sarah Maldoror,
Sarah Pia Anderson,
Sarah Polley,
Sarah Townsend,
Sarah Watt,
Sarain Fox,
Satarupa Sanyal,
Savitri,
Scilla Andreen,
Sepideh Farsi,
Shabnam Rezaei,
Shahnewaz Kakoli,
Shamim Ara,
Shamim Sarif,
Shannen Doherty,
Shannon Flynn,
Shannon Walsh,
Shari Springer Berman,
Sharine Taylor,
Sharon Lewis,
Sharon Liese,
Sharon Maguire,
Sharron Miller,
Shasha Nakhai,
Shashwati Talukdar,
Shauna MacDonald,
Sheila McLaughlin,
Shelagh Carter,
Shelagh O'Brien,
Shelley Curtis,
Sheree Folkson,
Sheri Elwood,
Sherry White,
Shimako Sat?,
Shirikiana Aina,
Shirin Neshat,
Shirley Cheechoo,
Shirley Clarke,
Shirley Frimpong-Manso,
Shona Auerbach,
Shonali Bose,
Shonda Rhimes,
Shruti Ganguly,
Shu Lea Cheang,
Sian Heder,
Signe Baumane,
Sima Urale,
Simone Bitton,
Sini Anderson,
Siue Moffat,
SJ Chiro,
Slater Jewell-Kemker,
So Yong Kim,
Sofia Banzhaf,
Sofia Bohdanowicz,
Sofia Coppola,
Sofia Shinas,
Soleil Moon Frye,
Solveig Hoogesteijn,
Sonali Gulati,
Sondra Locke,
Sonia Blangiardo,
Sonia Bonspille Boileau,
Sook-Yin Lee,
Sophia Bush,
Sophia Cacciola,
Sophie Bissonnette,
Sophie Deraspe,
Sophie Dupuis,
Sophie Farkas Bolla,
Sophie Fiennes,
Sophie Goyette,
Sophie Hyde,
Sophie Jarvis,
Sophie Lorain,
Sophie Marceau,
Sophy Romvari,
Soudabeh Moradian,
Soundarya Rajinikanth,
Stacie Passon,
Stacy Title,
Stella Meghie,
Stella Stevens,
Stephanie Johnes,
Stephanie Joline,
Stephanie Morgenstern,
Stephanie Rothman,
Su Friedrich,
Sudha Kongara,
Sue Rose,
Suemay Oram,
Suhasini Maniratnam,
Suma Josson,
Sumitra Peries,
Suprabha Devi,
Susan Avingaq,
Susan Cohen,
Susan Oliver,
Susan Seidelman,
Susan Sontag,
Susan Steinberg,
Susan Strickler,
Susan Stroman,
Susan Tully,
Susanna Fogel,
Susanna White,
Susannah Grant,
Susanne Bier,
Susie Dietter,
Suzana Amaral,
Suzanne Crocker,
Suzanne Schiffman,
Suze Randall,
Suzi Yoonessi,
Suzie Templeton,
Svetlana Baskova,
Sylvia Chang,
Sylvia Hamilton,
Sylvia Spring,
Tahani Rached,
Tal Shefi,
Tali Avrahami,
Tali Shalom Ezer,
Tali Shemesh,
Tamar Simon Hoffs,
Tamara Jenkins,
Tamela D'Amico,
Tamineh Milani,
Tamra Davis,
Tanuja Chandra,
Tanya Hamilton,
Tanya Lapointe,
Tanya Talaga,
Taru Mäkelä,
Tasha Hubbard,
Tata Amaral,
Tatia Rosenthal,
Tatyana Lioznova,
Tawnia McKiernan,
Tazuko Sakane,
Teresa Hannigan,
Teresa Villaverde,
Tereza Nvotová,
Terre Nash,
Terril Calder,
Tess Girard,
Teza Lawrence,
Thea ?ervenková,
Theola Ross,
Thérèse Sita-Bella,
Thirza Cuthand,
Tiffany Hsiung,
Tiffany Shlain,
Tima Shomali,
Tina Gharavi,
Tina Mabry,
Tina Satter,
Tisha Campbell-Martin,
Tizuka Yamasaki,
T'Keyah Crystal Keymáh,
Tomoko Matsunashi,
Toni Myers,
Tonie Marshall,
Tonya Hurley,
Tori Foster,
Torill Kove,
Tosca Musk,
Tracee Ellis Ross,
Tracey Deer,
Tracey Moffat,
Tracie Laymon,
Tracy Flannigan,
Trey Fanjoy,
Tricia Brock,
Trish Dolman,
Trish McAdam,
Trish Sie,
Trisha Ray,
Tristan Risk,
Troy Beyer,
Tucia Lyman,
Tucky Williams,
Uisenma Borchu,
Ulrike Ottinger,
Ursula Meier,
Urszula Urbaniak,
Vaishnavi Sundar,
Valeria Bruni Tedeschi,
Valeria Golino,
Valeria Sarmiento,
Valerie Amponsah,
Valerie Buhagiar,
Valerie Faris,
Valerie Landsburg,
Valérie Lemercier,
Valerie Weiss,
Valeriya Gai Germanika,
Valie Export,
Vanessa Middleton,
Vanessa Roth,
V?ra Chytilová,
Vera Farmiga,
Vera Stroyeva,
Véréna Paravel,
Victoria Aleksanyan,
Victoria Forester,
Victoria Hochberg,
Victoria Wood,
Victory Tischler-Blue,
Vidhu Vincent,
Vijaya Mehta,
Vijaya Nirmala,
Virginia L. Stone,
Virginie Despentes,
Virginie Verrier[fr],
Vivi Friedman,
Vivian Qu,
Vlasta Lah,
Wanda Jakubowska,
Wanuri Kahiu,
Wendee Lee,
Wendey Stanzler,
Wendy Morgan,
Wendy Tilby,
Wendy Toye,
Weronika Tofilska,
Weyni Mengesha,
Whoopi Goldberg,
Wiebke von Carolsfeld,
Xiao Jiang,
Xiaolu Guo,
Xu Jinglei,
Xue Xiaolu,
Yael Staav,
Yamina Bachir-Chouikh,
Yamina Benguigui,
Yashira Jordán,
Yasmin Ahmad,
Yasmin Evering-Kerr,
Yasmine Mathurin,
Yassamin Maleknasr,
Yelena Lanskaya,
Yin Lichuan,
Yoko Ono,
Yolande Moreau,
Yolande Zauberman,
Yong-hi Yang,
Yoruba Richen,
Yoshiko Sembon,
Yuki Tanada,
Y?ki Yamato,
Yulie Cohen,
Yuliya Solntseva,
Yumi Yoshiyuki,
Yvonne Rainer,
Yvonne Welbon,
Zabou Breitman,
Zaida Bergroth,
Zana Briski,
Zarqa Nawaz,
Zaynê Akyol,
Zero Chou,
Zhang Nuanxin,
Zhao Wei,
Zoe Cassavetes,
Zoe Dirse,
Zoe Leigh Hopkins,
Zora Neale Hurston,
Zoya Akhtar,
Zuzana Piussi,
